1403638129345097472,0.00042,-0.00350,0.01596,-0.03643,0.82014,-0.02256,0.57056,-0.01309,-0.04082,0.10644,
1403638129445096448,0.00020,-0.00568,0.02706,-0.05222,0.81546,-0.03955,0.57509,-0.00585,-0.00886,0.06392,
1403638129545096448,0.00026,-0.00291,0.03395,-0.04270,0.82745,-0.02519,0.55934,0.00069,0.03020,0.06118,
1403638129645097472,0.00167,-0.00109,0.04153,-0.02482,0.83656,-0.00188,0.54732,0.00652,0.00895,0.11474,
1403638129745096448,0.00305,-0.00073,0.05045,-0.02150,0.83381,0.00118,0.55163,0.00891,0.00481,0.13907,
1403638129845097472,0.00353,0.00067,0.07214,-0.02337,0.83673,0.00303,0.54710,0.00679,0.02819,0.19253,
1403638129945096448,0.00439,0.00362,0.09559,-0.02140,0.84164,0.01060,0.53951,0.01405,0.02631,0.30261,
1403638130045096448,0.00646,0.00511,0.12254,-0.02730,0.83547,0.00675,0.54882,0.02091,0.00526,0.37220,
1403638130145097472,0.00827,0.00638,0.16339,-0.03688,0.82815,0.00156,0.55929,0.01393,0.01777,0.37550,
1403638130245096448,0.00933,0.00830,0.19945,-0.03926,0.82814,0.00794,0.55909,0.01076,0.02125,0.39205,
1403638130345097472,0.00957,0.00913,0.24163,-0.04978,0.82167,0.00203,0.56778,0.00160,0.00513,0.40984,
1403638130445096448,0.00904,0.00964,0.28111,-0.05987,0.81774,-0.00193,0.57246,-0.00707,0.02006,0.38101,
1403638130545096448,0.00792,0.01144,0.31564,-0.05520,0.82011,0.00901,0.56946,-0.02368,0.01324,0.36016,
1403638130645097472,0.00574,0.01227,0.35425,-0.05217,0.81725,0.01174,0.57380,-0.02987,-0.01406,0.36668,
1403638130745096448,0.00544,0.01235,0.39205,-0.06398,0.80946,-0.00012,0.58368,-0.02637,-0.01164,0.34067,
1403638130845097472,0.00315,0.01080,0.42268,-0.07713,0.80573,-0.00746,0.58719,-0.04532,-0.02980,0.24152,
1403638130945096448,0.00122,0.00822,0.43957,-0.07942,0.80087,-0.01050,0.59346,-0.05720,-0.06656,0.10173,
1403638131045096448,0.00090,0.00373,0.44828,-0.07769,0.79000,-0.01820,0.60790,-0.03364,-0.05139,-0.06449,
1403638131145097472,0.00237,0.00366,0.42624,-0.07156,0.79108,-0.01568,0.60731,-0.00976,-0.01642,-0.25963,
1403638131245096448,0.00670,0.00937,0.39035,-0.05797,0.80305,-0.00169,0.59308,-0.00058,-0.00132,-0.33778,
1403638131345097472,0.00583,0.01028,0.36987,-0.05135,0.81032,0.00726,0.58369,-0.01832,-0.03114,-0.34043,
1403638131445096448,0.00428,0.01161,0.34391,-0.05005,0.80969,0.00505,0.58469,-0.03603,-0.03260,-0.35466,
1403638131545096448,0.00300,0.01198,0.30957,-0.04302,0.81151,0.00787,0.58270,-0.03932,-0.01500,-0.40906,
1403638131645097472,-0.00196,0.00997,0.26752,-0.04080,0.81462,0.01148,0.57844,-0.03513,-0.02505,-0.42304,
1403638131745096448,-0.00555,0.00672,0.22695,-0.03718,0.81446,0.01427,0.57885,-0.03995,-0.02426,-0.44286,
1403638131845097472,-0.00838,0.00311,0.18423,-0.02657,0.81567,0.02045,0.57755,-0.04734,-0.02043,-0.42363,
1403638131945096448,-0.01327,0.00003,0.14688,-0.02093,0.81617,0.02317,0.57697,-0.04011,-0.00914,-0.32548,
1403638132045096448,-0.01493,-0.00123,0.12319,-0.01292,0.81972,0.03575,0.57150,-0.02328,0.01565,-0.14877,
1403638132145097472,-0.01651,0.00114,0.12378,-0.00654,0.82466,0.05024,0.56336,-0.00505,0.02894,0.16717,
1403638132245096448,-0.01498,0.00182,0.15770,-0.01349,0.81995,0.04873,0.57020,-0.00662,0.02079,0.43926,
1403638132345097472,-0.01283,-0.00321,0.20916,-0.02628,0.81190,0.04275,0.58164,-0.00370,0.02259,0.56374,
1403638132445096448,-0.01376,-0.00088,0.26638,-0.04338,0.80751,0.03571,0.58717,-0.00172,0.01849,0.60163,
1403638132545096448,-0.01520,0.00035,0.32414,-0.06422,0.79507,0.02177,0.60271,-0.00471,0.01350,0.57489,
1403638132645097472,-0.01465,0.00471,0.37551,-0.07838,0.78477,0.01073,0.61471,0.00906,0.07412,0.42817,
1403638132745096448,-0.01226,0.01460,0.40389,-0.08106,0.79147,0.01060,0.60572,0.01114,0.11483,0.27629,
1403638132845097472,-0.01145,0.02645,0.42326,-0.08356,0.79064,0.00578,0.60652,-0.02005,0.07238,0.12002,
1403638132945096448,-0.01250,0.03168,0.42657,-0.09073,0.78144,-0.00279,0.61735,-0.00859,0.00498,-0.04333,
1403638133045096448,-0.01301,0.02779,0.41229,-0.09019,0.78065,0.00534,0.61840,0.01318,-0.09327,-0.17305,
1403638133145097472,-0.00909,0.01630,0.39115,-0.07753,0.78723,0.01556,0.61157,0.03278,-0.19918,-0.22832,
1403638133245096448,-0.00680,-0.00933,0.36970,-0.06511,0.78926,0.00945,0.61053,0.02064,-0.30523,-0.23091,
1403638133345097472,-0.00584,-0.04191,0.34510,-0.04563,0.79352,0.00005,0.60682,-0.00624,-0.39531,-0.25295,
1403638133445096448,-0.00971,-0.08202,0.32267,-0.02553,0.79922,-0.00908,0.60042,-0.05369,-0.44380,-0.20279,
1403638133545096448,-0.01851,-0.12620,0.30544,-0.01145,0.80028,-0.02833,0.59884,-0.10242,-0.44501,-0.17410,
1403638133645097472,-0.03273,-0.17001,0.29007,-0.01003,0.80330,-0.04973,0.59342,-0.14277,-0.37923,-0.16891,
1403638133745096448,-0.04648,-0.20858,0.27343,-0.00335,0.80654,-0.06430,0.58766,-0.15315,-0.34996,-0.16460,
1403638133845097472,-0.05773,-0.24234,0.25736,0.01498,0.80822,-0.07562,0.58381,-0.06858,-0.26031,-0.15194,
1403638133945096448,-0.05771,-0.25907,0.24630,0.02561,0.80953,-0.08299,0.58062,0.05988,-0.07014,-0.08120,
1403638134045096448,-0.04379,-0.25611,0.24237,0.02939,0.80907,-0.08403,0.58093,0.18189,0.12336,-0.02302,
1403638134145097472,-0.01728,-0.23808,0.23955,0.03245,0.81395,-0.07429,0.57525,0.27721,0.24363,0.02594,
1403638134245096448,0.01289,-0.21062,0.24757,0.03117,0.80842,-0.07594,0.58285,0.32670,0.31775,0.08253,
1403638134345097472,0.05087,-0.17380,0.25366,0.02369,0.80391,-0.08268,0.58849,0.34563,0.40376,0.04051,
1403638134445096448,0.08522,-0.13265,0.25537,0.01452,0.80722,-0.08536,0.58386,0.31245,0.42310,0.04264,
1403638134545096448,0.11574,-0.09190,0.25704,0.00650,0.80624,-0.09032,0.58461,0.24493,0.43524,0.04250,
1403638134645097472,0.13790,-0.04984,0.26110,-0.00388,0.80640,-0.09213,0.58413,0.15570,0.44907,0.05392,
1403638134745096448,0.15044,-0.00795,0.26469,-0.00820,0.81200,-0.08811,0.57691,0.11047,0.44852,0.06164,
1403638134845097472,0.16015,0.03363,0.27254,-0.00670,0.81831,-0.08167,0.56890,0.07330,0.39773,0.11558,
1403638134945096448,0.16710,0.07373,0.27964,-0.00524,0.81580,-0.08064,0.57266,0.04359,0.33718,0.08771,
1403638135045096448,0.16864,0.10424,0.28116,-0.00347,0.81502,-0.07894,0.57402,0.01749,0.27526,0.00959,
1403638135145097472,0.16975,0.12860,0.27843,-0.00073,0.82056,-0.06977,0.56729,-0.01598,0.16265,-0.05593,
1403638135245096448,0.16644,0.13781,0.26956,0.00164,0.82431,-0.06564,0.56231,-0.06733,0.00715,-0.09149,
1403638135345097472,0.15969,0.13305,0.25640,0.00472,0.82274,-0.06607,0.56455,-0.10493,-0.13357,-0.10707,
1403638135445096448,0.14880,0.11959,0.24541,0.01295,0.82264,-0.06784,0.56435,-0.13897,-0.23447,-0.10367,
1403638135545096448,0.13615,0.09394,0.23488,0.01939,0.82687,-0.06791,0.55795,-0.12700,-0.30737,-0.05040,
1403638135645097472,0.12611,0.06157,0.23243,0.02966,0.82794,-0.07087,0.55553,-0.13100,-0.39883,0.00291,
1403638135745096448,0.11288,0.02593,0.23033,0.02986,0.82208,-0.08551,0.56212,-0.17318,-0.37941,-0.03570,
1403638135845097472,0.09331,-0.00814,0.22695,0.03149,0.82306,-0.09100,0.55973,-0.21019,-0.33492,-0.02176,
1403638135945096448,0.06907,-0.03584,0.22776,0.04518,0.83072,-0.08453,0.54838,-0.23722,-0.31466,0.07283,
1403638136045096448,0.04696,-0.06947,0.24320,0.05667,0.83023,-0.08512,0.54796,-0.21491,-0.38528,0.19759,
1403638136145097472,0.02291,-0.10916,0.26071,0.06033,0.81927,-0.09754,0.56182,-0.23566,-0.43541,0.15132,
